Order NO,Order Date,Month/Yr,Day of Week,Pie Flavor,Quantity,Cost,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?
12425,24-04-2021,01-04-2021,Saturday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
12426,24-04-2021,01-04-2021,Saturday,Cherry,4,80,Whole,In-Store,Yes
12427,15-05-2021,01-05-2021,Saturday,Cherry,5,100,Whole,Pre-Order,Yes
12428,15-05-2021,01-05-2021,Saturday,Cherry,1,20,Whole,Pre-Order,Yes
12429,15-05-2021,01-05-2021,Saturday,Apple,5,12.5,Slice,In-Store,Yes
12430,15-05-2021,01-05-2021,Saturday,Apple,5,12.5,Slice,Pre-Order,Yes
12431,15-05-2021,01-05-2021,Saturday,Apple,3,60,Whole,In-Store,Yes
12432,15-05-2021,01-05-2021,Saturday,Apple,4,10,Slice,Pre-Order,Yes
12433,15-05-2021,01-05-2021,Saturday,Cherry,1,20,Whole,Pre-Order,Yes
12434,15-05-2021,01-05-2021,Saturday,Cherry,5,12.5,Slice,In-Store,Yes
12435,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12436,15-05-2021,01-05-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
12437,24-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12438,24-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12439,24-06-2021,01-06-2021,Thursday,Apple,1,20,Whole,In-Store,Yes
12440,24-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12441,24-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12442,28-06-2021,01-06-2021,Monday,Cherry,5,12.5,Slice,In-Store,Yes
12443,28-06-2021,01-06-2021,Monday,Cherry,5,12.5,Slice,Pre-Order,Yes
12444,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
12445,28-06-2021,01-06-2021,Monday,Cherry,4,80,Whole,In-Store,Yes
12446,28-06-2021,01-06-2021,Monday,Cherry,4,80,Whole,In-Store,Yes
12447,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12448,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12449,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
12450,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12451,28-06-2021,01-06-2021,Monday,Cherry,4,80,Whole,In-Store,Yes
12452,28-06-2021,01-06-2021,Monday,Other,3,60,Whole,Pre-Order,Yes
12453,28-06-2021,01-06-2021,Monday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12454,23-07-2021,01-07-2021,Friday,Cherry,5,12.5,Slice,Pre-Order,Yes
12455,23-07-2021,01-07-2021,Friday,Apple,1,2.5,Slice,In-Store,Yes
12456,23-07-2021,01-07-2021,Friday,Cherry,2,5,Slice,In-Store,Yes
12457,23-07-2021,01-07-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12458,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
12459,23-07-2021,01-07-2021,Friday,Cherry,4,10,Slice,In-Store,Yes
12460,23-07-2021,01-07-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12461,23-07-2021,01-07-2021,Friday,Cherry,3,60,Whole,In-Store,Yes
12462,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
12463,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12464,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
12465,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12466,23-07-2021,01-07-2021,Friday,Cherry,2,40,Whole,Pre-Order,Yes
12467,03-08-2021,01-08-2021,Tuesday,Blueberry,2,5,Slice,Pre-Order,Yes
12468,03-08-2021,01-08-2021,Tuesday,Apple,4,10,Slice,Pre-Order,Yes
12469,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
12470,07-08-2021,01-08-2021,Saturday,Pumpkin,4,10,Slice,In-Store,Yes
12471,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12472,07-08-2021,01-08-2021,Saturday,Pumpkin,4,10,Slice,Pre-Order,Yes
12473,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12474,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12475,07-08-2021,01-08-2021,Saturday,Apple,1,2.5,Slice,Pre-Order,Yes
12476,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12477,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
12478,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12479,07-08-2021,01-08-2021,Saturday,Pumpkin,1,20,Whole,Pre-Order,Yes
12480,07-08-2021,01-08-2021,Saturday,Pumpkin,5,12.5,Slice,In-Store,Yes
12481,07-08-2021,01-08-2021,Saturday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
12482,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12483,07-08-2021,01-08-2021,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
12484,07-08-2021,01-08-2021,Saturday,Apple,2,40,Whole,Pre-Order,Yes
12485,26-08-2021,01-08-2021,Thursday,Blueberry,2,40,Whole,In-Store,Yes
12486,26-08-2021,01-08-2021,Thursday,Apple,5,100,Whole,In-Store,Yes
12487,26-08-2021,01-08-2021,Thursday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12488,26-08-2021,01-08-2021,Thursday,Other,2,40,Whole,In-Store,Yes
12489,26-08-2021,01-08-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
12490,26-08-2021,01-08-2021,Thursday,Blueberry,2,5,Slice,In-Store,Yes
12491,26-08-2021,01-08-2021,Thursday,Apple,2,5,Slice,In-Store,Yes
12492,26-08-2021,01-08-2021,Thursday,Apple,1,20,Whole,Pre-Order,Yes
12493,01-11-2021,01-11-2021,Monday,Apple,2,5,Slice,Pre-Order,Yes
12494,01-11-2021,01-11-2021,Monday,Apple,1,20,Whole,Pre-Order,Yes
12495,24-07-2020,01-07-2020,Friday,Fudge,4,80,Whole,Pre-Order,Yes
12496,24-07-2020,01-07-2020,Friday,Fudge,5,100,Whole,Pre-Order,Yes
12497,24-07-2020,01-07-2020,Friday,Fudge,4,80,Whole,In-Store,Yes
12498,24-07-2020,01-07-2020,Friday,Fudge,3,60,Whole,In-Store,Yes
12499,24-07-2020,01-07-2020,Friday,Fudge,1,20,Whole,In-Store,Yes
12500,24-07-2020,01-07-2020,Friday,Apple,3,7.5,Slice,Pre-Order,Yes
12501,24-07-2020,01-07-2020,Friday,Fudge,5,100,Whole,Pre-Order,Yes
12502,24-07-2020,01-07-2020,Friday,Blueberry,5,12.5,Slice,Pre-Order,Yes
12503,24-07-2020,01-07-2020,Friday,Apple,2,40,Whole,Pre-Order,Yes
12504,24-07-2020,01-07-2020,Friday,Blueberry,4,10,Slice,In-Store,Yes
12505,24-07-2020,01-07-2020,Friday,Apple,2,5,Slice,In-Store,Yes
12506,24-07-2020,01-07-2020,Friday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
12507,24-07-2020,01-07-2020,Friday,Blueberry,3,7.5,Slice,Pre-Order,Yes
12508,24-07-2020,01-07-2020,Friday,Apple,1,20,Whole,Pre-Order,Yes
12509,24-07-2020,01-07-2020,Friday,Blueberry,1,20,Whole,In-Store,Yes
12510,24-07-2020,01-07-2020,Friday,Blueberry,2,5,Slice,Pre-Order,Yes
12511,24-07-2020,01-07-2020,Friday,Blueberry,1,20,Whole,In-Store,Yes
12512,24-07-2020,01-07-2020,Friday,Blueberry,2,40,Whole,In-Store,Yes
12513,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12514,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
12515,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12516,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12517,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
12518,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
12519,31-07-2020,01-07-2020,Friday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12520,11-06-2019,01-06-2019,Tuesday,Apple,4,10,Slice,In-Store,Yes
12521,11-06-2019,01-06-2019,Tuesday,Apple,4,10,Slice,Pre-Order,Yes
12522,11-06-2019,01-06-2019,Tuesday,Apple,3,7.5,Slice,In-Store,Yes
12523,11-06-2019,01-06-2019,Tuesday,Apple,4,80,Whole,In-Store,Yes
12524,24-04-2020,01-04-2020,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12525,24-04-2020,01-04-2020,Friday,Strawberry Rhubarb,2,5,Slice,Pre-Order,Yes
12526,24-04-2020,01-04-2020,Friday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12527,20-11-2021,01-11-2021,Friday,Pumpkin,1,2.5,Slice,In-Store,Yes
12528,20-11-2021,01-11-2021,Friday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
12529,20-11-2021,01-11-2021,Friday,Pumpkin,2,40,Whole,In-Store,Yes
12530,20-11-2021,01-11-2021,Friday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12531,20-11-2021,01-11-2021,Friday,Pumpkin,3,60,Whole,Pre-Order,Yes
12532,20-11-2021,01-11-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
12533,20-11-2021,01-11-2021,Friday,Pumpkin,1,2.5,Slice,In-Store,Yes
12534,20-11-2021,01-11-2021,Friday,Pumpkin,4,10,Slice,In-Store,Yes
12535,20-11-2021,01-11-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
12536,20-11-2021,01-11-2021,Friday,Pumpkin,4,80,Whole,In-Store,Yes
12537,20-11-2021,01-11-2021,Friday,Pumpkin,5,100,Whole,In-Store,Yes
12538,20-11-2021,01-11-2021,Friday,Pumpkin,1,20,Whole,Pre-Order,Yes
12539,20-11-2021,01-11-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12540,09-04-2021,01-04-2021,Friday,Apple,5,100,Whole,Pre-Order,Yes
12541,09-04-2021,01-04-2021,Friday,Apple,1,20,Whole,Pre-Order,Yes
12542,09-04-2021,01-04-2021,Friday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
12543,09-04-2021,01-04-2021,Friday,Apple,1,20,Whole,Pre-Order,Yes
12544,09-04-2021,01-04-2021,Friday,Apple,3,60,Whole,In-Store,Yes
12545,09-04-2021,01-04-2021,Friday,Apple,2,5,Slice,Pre-Order,Yes
12546,09-04-2021,01-04-2021,Friday,Apple,2,5,Slice,Pre-Order,Yes
12547,09-04-2021,01-04-2021,Friday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12548,09-04-2021,01-04-2021,Friday,Cherry,3,7.5,Slice,In-Store,Yes
12549,09-04-2021,01-04-2021,Friday,Cherry,3,60,Whole,In-Store,Yes
12550,09-04-2021,01-04-2021,Friday,Cherry,5,100,Whole,Pre-Order,Yes
12551,09-04-2021,01-04-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
12552,09-04-2021,01-04-2021,Friday,Apple,4,10,Slice,In-Store,Yes
12553,09-04-2021,01-04-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12554,26-11-2020,01-11-2021,Thursday,Pumpkin,3,60,Whole,Pre-Order,Yes
12555,26-11-2020,01-11-2021,Thursday,Pumpkin,2,5,Slice,Pre-Order,Yes
12556,26-11-2020,01-11-2021,Thursday,Pumpkin,2,5,Slice,In-Store,Yes
12557,26-11-2020,01-11-2021,Thursday,Pumpkin,4,80,Whole,Pre-Order,Yes
12558,26-11-2020,01-11-2021,Thursday,Pumpkin,3,7.5,Slice,In-Store,Yes
12559,26-11-2020,01-11-2021,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
12560,26-11-2020,01-11-2021,Thursday,Pumpkin,3,7.5,Slice,In-Store,Yes
12561,26-11-2020,01-11-2021,Thursday,Pumpkin,5,12.5,Slice,In-Store,Yes
12562,26-11-2020,01-11-2021,Thursday,Pumpkin,2,40,Whole,Pre-Order,Yes
12563,26-11-2020,01-11-2021,Thursday,Pumpkin,1,20,Whole,In-Store,Yes
12564,26-11-2020,01-11-2021,Thursday,Pumpkin,2,40,Whole,Pre-Order,Yes
12565,26-11-2020,01-11-2021,Thursday,Apple,4,10,Slice,In-Store,Yes
12566,26-11-2020,01-11-2021,Thursday,Apple,1,2.5,Slice,Pre-Order,Yes
12567,26-11-2020,01-11-2021,Thursday,Apple,4,80,Whole,In-Store,Yes
12568,26-11-2020,01-11-2021,Thursday,Pumpkin,1,20,Whole,Pre-Order,Yes
12569,16-04-2020,01-04-2020,Thursday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
12570,16-04-2020,01-04-2020,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
12571,22-04-2020,01-04-2020,Wednesday,Pumpkin,2,5,Slice,Pre-Order,Yes
12572,22-04-2020,01-04-2020,Wednesday,Pumpkin,5,12.5,Slice,In-Store,Yes
12573,22-04-2020,01-04-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,Yes
12574,22-04-2020,01-04-2020,Wednesday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
12575,22-04-2020,01-04-2020,Wednesday,Pumpkin,2,40,Whole,In-Store,Yes
12576,22-04-2020,01-04-2020,Wednesday,Pumpkin,4,10,Slice,In-Store,Yes
12577,22-04-2020,01-04-2020,Wednesday,Pumpkin,1,20,Whole,In-Store,Yes
12578,22-04-2020,01-04-2020,Wednesday,Fudge,4,80,Whole,In-Store,Yes
12579,06-02-2021,01-02-2021,Saturday,Apple,4,10,Slice,In-Store,Yes
12580,06-02-2021,01-02-2021,Saturday,Apple,4,10,Slice,Pre-Order,Yes
12581,06-02-2021,01-02-2021,Saturday,Apple,5,100,Whole,In-Store,Yes
12582,06-02-2021,01-02-2021,Saturday,Apple,5,100,Whole,Pre-Order,Yes
12583,21-08-2019,01-08-2019,Wednesday,Apple,1,2.5,Slice,In-Store,Yes
12584,21-08-2019,01-08-2019,Wednesday,Apple,1,2.5,Slice,Pre-Order,Yes
12585,21-08-2019,01-08-2019,Wednesday,Apple,5,12.5,Slice,Pre-Order,Yes
12586,21-08-2019,01-08-2019,Wednesday,Apple,3,60,Whole,In-Store,Yes
12587,21-08-2019,01-08-2019,Wednesday,Apple,3,7.5,Slice,Pre-Order,Yes
12588,21-08-2019,01-08-2019,Wednesday,Apple,3,60,Whole,Pre-Order,Yes
12589,21-08-2019,01-08-2019,Wednesday,Apple,1,20,Whole,Pre-Order,Yes
12590,21-08-2019,01-08-2019,Wednesday,Apple,3,7.5,Slice,In-Store,Yes
12591,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12592,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12593,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12594,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12595,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12596,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
12597,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
12598,21-08-2019,01-08-2019,Wednesday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
12599,19-03-2021,01-03-2021,Friday,Blueberry,2,40,Whole,Pre-Order,Yes
12600,19-03-2021,01-03-2021,Friday,Apple,3,60,Whole,Pre-Order,Yes
12601,19-03-2021,01-03-2021,Friday,Blueberry,5,100,Whole,Pre-Order,Yes
12602,19-03-2021,01-03-2021,Friday,Blueberry,5,100,Whole,In-Store,Yes
12603,19-03-2021,01-03-2021,Friday,Blueberry,1,20,Whole,Pre-Order,Yes
12604,19-03-2021,01-03-2021,Friday,Blueberry,3,60,Whole,Pre-Order,Yes
12605,19-03-2021,01-03-2021,Friday,Blueberry,5,12.5,Slice,Pre-Order,Yes
12606,19-03-2021,01-03-2021,Friday,Apple,5,12.5,Slice,Pre-Order,Yes
12607,19-03-2021,01-03-2021,Friday,Apple,5,12.5,Slice,In-Store,Yes
12608,19-03-2021,01-03-2021,Friday,Blueberry,5,100,Whole,Pre-Order,Yes
12609,19-03-2021,01-03-2021,Friday,Other,2,5,Slice,Pre-Order,Yes
12610,19-03-2021,01-03-2021,Friday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12611,19-03-2021,01-03-2021,Friday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
12612,19-03-2021,01-03-2021,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12613,19-03-2021,01-03-2021,Friday,Other,1,2.5,Slice,Pre-Order,Yes
12614,19-03-2021,01-03-2021,Friday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12615,19-03-2021,01-03-2021,Friday,Other,5,12.5,Slice,Pre-Order,Yes
12616,22-04-2021,01-04-2021,Thursday,Apple,5,100,Whole,Pre-Order,Yes
12617,22-04-2021,01-04-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
12618,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
12619,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
12620,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,5,100,Whole,Pre-Order,Yes
12621,22-04-2021,01-04-2021,Thursday,Apple,2,5,Slice,In-Store,Yes
12622,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
12623,22-04-2021,01-04-2021,Thursday,Apple,5,100,Whole,In-Store,Yes
12624,22-04-2021,01-04-2021,Thursday,Apple,5,100,Whole,Pre-Order,Yes
12625,22-04-2021,01-04-2021,Thursday,Apple,4,10,Slice,Pre-Order,Yes
12626,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12627,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
12628,22-04-2021,01-04-2021,Thursday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
12629,22-04-2021,01-04-2021,Thursday,Apple,4,80,Whole,In-Store,Yes
12630,22-04-2021,01-04-2021,Thursday,Apple,2,40,Whole,In-Store,Yes
12631,22-04-2021,01-04-2021,Thursday,Apple,5,100,Whole,Pre-Order,Yes
12632,22-04-2021,01-04-2021,Thursday,Apple,2,5,Slice,Pre-Order,Yes
12633,22-04-2021,01-04-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
12634,25-03-2020,01-03-2020,Wednesday,Apple,2,40,Whole,Pre-Order,Yes
12635,25-03-2020,01-03-2020,Wednesday,Apple,3,60,Whole,Pre-Order,Yes
12636,25-03-2020,01-03-2020,Wednesday,Blueberry,1,2.5,Slice,Pre-Order,Yes
12637,13-11-2021,01-11-2021,Friday,Pumpkin,2,40,Whole,In-Store,Yes
12638,13-11-2021,01-11-2021,Friday,Pumpkin,2,40,Whole,Pre-Order,Yes
12639,13-11-2021,01-11-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
12640,13-11-2021,01-11-2021,Friday,Pumpkin,1,2.5,Slice,In-Store,Yes
12641,13-11-2021,01-11-2021,Friday,Pumpkin,5,12.5,Slice,In-Store,Yes
12642,13-11-2021,01-11-2021,Friday,Pumpkin,1,2.5,Slice,In-Store,Yes
12643,13-11-2021,01-11-2021,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
12644,13-11-2021,01-11-2021,Friday,Apple,5,100,Whole,In-Store,Yes
12645,13-11-2021,01-11-2021,Friday,Apple,3,7.5,Slice,In-Store,Yes
12646,13-11-2021,01-11-2021,Friday,Pumpkin,3,7.5,Slice,In-Store,Yes
12647,13-11-2021,01-11-2021,Friday,Pumpkin,1,20,Whole,Pre-Order,Yes
12648,13-11-2021,01-11-2021,Friday,Pumpkin,1,20,Whole,In-Store,Yes
12649,13-11-2021,01-11-2021,Friday,Apple,4,80,Whole,In-Store,Yes
12650,13-11-2021,01-11-2021,Friday,Pumpkin,1,20,Whole,Pre-Order,Yes
12651,13-11-2021,01-11-2021,Friday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
12652,06-08-2021,01-08-2021,Friday,Apple,3,60,Whole,In-Store,Yes
12653,06-08-2021,01-08-2021,Friday,Fudge,1,2.5,Slice,Pre-Order,Yes
12654,06-08-2021,01-08-2021,Friday,Fudge,3,60,Whole,Pre-Order,Yes
12655,06-08-2021,01-08-2021,Friday,Pumpkin,2,40,Whole,Pre-Order,Yes
12656,06-08-2021,01-08-2021,Friday,Pumpkin,2,5,Slice,Pre-Order,Yes
12657,06-08-2021,01-08-2021,Friday,Pumpkin,2,40,Whole,In-Store,Yes
12658,06-08-2021,01-08-2021,Friday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12659,06-08-2021,01-08-2021,Friday,Apple,1,20,Whole,Pre-Order,Yes
12660,09-07-2020,01-07-2020,Thursday,Cherry,2,40,Whole,In-Store,Yes
12661,09-07-2020,01-07-2020,Thursday,Cherry,2,40,Whole,Pre-Order,Yes
12662,09-07-2020,01-07-2020,Thursday,Cherry,5,12.5,Slice,In-Store,Yes
12663,09-07-2020,01-07-2020,Thursday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
12664,09-07-2020,01-07-2020,Thursday,Cherry,1,2.5,Slice,Pre-Order,Yes
12665,09-07-2020,01-07-2020,Thursday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12666,09-07-2020,01-07-2020,Thursday,Cherry,2,40,Whole,In-Store,Yes
12667,18-11-2020,01-11-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,Yes
12668,18-11-2020,01-11-2020,Wednesday,Cherry,3,60,Whole,Pre-Order,Yes
12669,18-11-2020,01-11-2020,Wednesday,Pumpkin,3,7.5,Slice,In-Store,Yes
12670,18-11-2020,01-11-2020,Wednesday,Cherry,3,7.5,Slice,Pre-Order,Yes
12671,18-11-2020,01-11-2020,Wednesday,Apple,3,7.5,Slice,Pre-Order,Yes
12672,18-11-2020,01-11-2020,Wednesday,Cherry,2,40,Whole,In-Store,Yes
12673,18-11-2020,01-11-2020,Wednesday,Cherry,1,2.5,Slice,Pre-Order,Yes
12674,18-11-2020,01-11-2020,Wednesday,Pumpkin,5,100,Whole,In-Store,Yes
12675,18-11-2020,01-11-2020,Wednesday,Cherry,4,80,Whole,In-Store,Yes
12676,18-11-2020,01-11-2020,Wednesday,Cherry,4,80,Whole,In-Store,Yes
12677,18-11-2020,01-11-2020,Wednesday,Cherry,4,80,Whole,In-Store,Yes
12678,18-11-2020,01-11-2020,Wednesday,Pumpkin,4,80,Whole,In-Store,Yes
12679,18-11-2020,01-11-2020,Wednesday,Cherry,2,40,Whole,Pre-Order,Yes
12680,04-02-2021,01-02-2021,Thursday,Apple,2,5,Slice,Pre-Order,Yes
12681,04-02-2021,01-02-2021,Thursday,Apple,2,40,Whole,Pre-Order,Yes
12682,04-02-2021,01-02-2021,Thursday,Apple,5,12.5,Slice,In-Store,Yes
12683,04-02-2021,01-02-2021,Thursday,Apple,5,12.5,Slice,Pre-Order,Yes
12684,04-02-2021,01-02-2021,Thursday,Apple,2,40,Whole,Pre-Order,Yes
12685,04-02-2021,01-02-2021,Thursday,Apple,1,20,Whole,In-Store,Yes
12686,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12687,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12688,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
12689,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
12690,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
12691,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
12692,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
12693,04-02-2021,01-02-2021,Thursday,Strawberry Rhubarb,1,2.5,Slice,In-Store,Yes
12694,26-09-2021,01-09-2021,Sunday,Apple,4,10,Slice,Pre-Order,Yes
12695,26-09-2021,01-09-2021,Sunday,Apple,1,20,Whole,In-Store,Yes
12696,01-09-2020,01-09-2020,Tuesday,Blueberry,3,7.5,Slice,In-Store,Yes
12697,01-09-2020,01-09-2020,Tuesday,Apple,3,60,Whole,In-Store,Yes
12698,01-09-2020,01-09-2020,Tuesday,Blueberry,4,80,Whole,Pre-Order,Yes
12699,21-10-2020,01-10-2020,Wednesday,Pumpkin,4,10,Slice,In-Store,Yes
12700,21-10-2020,01-10-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,Yes
12701,21-10-2020,01-10-2020,Wednesday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
12702,21-10-2020,01-10-2020,Wednesday,Pumpkin,4,80,Whole,In-Store,Yes
12703,21-10-2020,01-10-2020,Wednesday,Pumpkin,4,80,Whole,In-Store,Yes
12704,21-10-2020,01-10-2020,Wednesday,Pumpkin,4,10,Slice,In-Store,Yes
12705,06-09-2021,01-09-2021,Monday,Pumpkin,3,7.5,Slice,In-Store,Yes
12706,06-09-2021,01-09-2021,Monday,Fudge,2,40,Whole,Pre-Order,Yes
12707,06-09-2021,01-09-2021,Monday,Fudge,3,7.5,Slice,Pre-Order,Yes
12708,06-09-2021,01-09-2021,Monday,Fudge,5,100,Whole,In-Store,Yes
12709,06-09-2021,01-09-2021,Monday,Fudge,2,40,Whole,Pre-Order,Yes
12710,06-09-2021,01-09-2021,Monday,Apple,4,10,Slice,Pre-Order,Yes
12711,06-09-2021,01-09-2021,Monday,Apple,3,60,Whole,Pre-Order,Yes
12712,06-09-2021,01-09-2021,Monday,Fudge,4,10,Slice,Pre-Order,Yes
12713,06-09-2021,01-09-2021,Monday,Fudge,1,2.5,Slice,In-Store,Yes
12714,06-09-2021,01-09-2021,Monday,Fudge,3,60,Whole,Pre-Order,Yes
12715,06-09-2021,01-09-2021,Monday,Fudge,4,80,Whole,Pre-Order,Yes
12716,06-09-2021,01-09-2021,Monday,Fudge,3,60,Whole,In-Store,Yes
12717,13-01-2020,01-01-2020,Monday,Apple,3,7.5,Slice,In-Store,Yes
12718,13-01-2020,01-01-2020,Monday,Fudge,5,100,Whole,Pre-Order,Yes
12719,13-01-2020,01-01-2020,Monday,Fudge,5,12.5,Slice,Pre-Order,Yes
